NB20D05A050I10V2data1_500.csv.pss,0.49,0.541544
NB20D05A050I10V2data2_500.csv.pss,2.08,0.970985
NB20D05A050I10V2data3_500.csv.pss,0.08,2.025768
NB20D05A050I10V2data4_500.csv.pss,0.65,4.811373
NB20D05A050I10V2data5_500.csv.pss,0.45,2.146756
NB20D05A050I10V3data1_500.csv.pss,0.11,0.949483
NB20D05A050I10V3data2_500.csv.pss,2.03,0.39655
NB20D05A050I10V3data3_500.csv.pss,0.11,1.249135
NB20D05A050I10V3data4_500.csv.pss,0.30,0.039391
NB20D05A050I10V3data5_500.csv.pss,0.62,0.362416
NB20D05A050I15V2data1_500.csv.pss,0.19,1.768629
NB20D05A050I15V2data2_500.csv.pss,0.33,2.943009
NB20D05A050I15V2data3_500.csv.pss,1.98,0.437724
NB20D05A050I15V2data4_500.csv.pss,0.53,0.09491
NB20D05A050I15V2data5_500.csv.pss,0.77,0.800109
NB20D05A050I15V3data1_500.csv.pss,0.20,0.584881
NB20D05A050I15V3data2_500.csv.pss,0.48,1.297757
NB20D05A050I15V3data3_500.csv.pss,2.00,0.726925
NB20D05A050I15V3data4_500.csv.pss,0.12,0.124441
NB20D05A050I15V3data5_500.csv.pss,0.40,0.763909
NB20D05A050I5V2data1_500.csv.pss,0.51,2.799126
NB20D05A050I5V2data2_500.csv.pss,0.20,1.383281
NB20D05A050I5V2data3_500.csv.pss,0.86,0.681541
NB20D05A050I5V2data4_500.csv.pss,1.15,3.952548
NB20D05A050I5V2data5_500.csv.pss,0.33,1.436858
NB20D05A050I5V3data1_500.csv.pss,0.23,0.037891
NB20D05A050I5V3data2_500.csv.pss,0.23,0.042537
NB20D05A050I5V3data3_500.csv.pss,0.26,0.288796
NB20D05A050I5V3data4_500.csv.pss,0.08,1.67623
NB20D05A050I5V3data5_500.csv.pss,0.38,1.650522
NB20D05A100I10V2data1_500.csv.pss,1.14,1.412072
NB20D05A100I10V2data2_500.csv.pss,2.31,0.52195
NB20D05A100I10V2data3_500.csv.pss,0.80,2.697396
NB20D05A100I10V2data4_500.csv.pss,0.28,1.268127
NB20D05A100I10V2data5_500.csv.pss,0.88,2.565975
NB20D05A100I10V3data1_500.csv.pss,0.33,2.505434
NB20D05A100I10V3data2_500.csv.pss,1.30,0.601491
NB20D05A100I10V3data3_500.csv.pss,0.07,0.591703
NB20D05A100I10V3data4_500.csv.pss,0.60,1.057948
NB20D05A100I10V3data5_500.csv.pss,0.46,2.722218
NB20D05A100I15V2data1_500.csv.pss,1.75,1.042638
NB20D05A100I15V2data2_500.csv.pss,0.25,1.280733
NB20D05A100I15V2data3_500.csv.pss,2.06,1.020749
NB20D05A100I15V2data4_500.csv.pss,2.00,3.205921
NB20D05A100I15V2data5_500.csv.pss,0.62,0.657252
NB20D05A100I15V3data1_500.csv.pss,0.29,1.261922
NB20D05A100I15V3data2_500.csv.pss,1.50,0.895617
NB20D05A100I15V3data3_500.csv.pss,0.13,0.491657
NB20D05A100I15V3data4_500.csv.pss,0.64,2.751083
NB20D05A100I15V3data5_500.csv.pss,0.88,2.919135
NB20D05A100I5V2data1_500.csv.pss,0.68,2.372301
NB20D05A100I5V2data2_500.csv.pss,1.12,3.410907
NB20D05A100I5V2data3_500.csv.pss,0.22,1.478569
NB20D05A100I5V2data4_500.csv.pss,0.75,0.553135
NB20D05A100I5V2data5_500.csv.pss,0.26,0.20232999999999998
NB20D05A100I5V3data1_500.csv.pss,0.20,1.482077
NB20D05A100I5V3data2_500.csv.pss,0.28,2.176346
NB20D05A100I5V3data3_500.csv.pss,0.09,1.366058
NB20D05A100I5V3data4_500.csv.pss,0.46,1.367423
NB20D05A100I5V3data5_500.csv.pss,0.19,0.412597
NB20D05A150I10V2data1_500.csv.pss,0.17,0.827773
NB20D05A150I10V2data2_500.csv.pss,0.59,0.239245
NB20D05A150I10V2data3_500.csv.pss,1.43,0.811944
NB20D05A150I10V2data4_500.csv.pss,2.03,0.983701
NB20D05A150I10V2data5_500.csv.pss,0.73,3.707912
NB20D05A150I10V3data1_500.csv.pss,0.57,0.773079
NB20D05A150I10V3data2_500.csv.pss,0.38,0.23689400000000002
NB20D05A150I10V3data3_500.csv.pss,0.18,3.025683
NB20D05A150I10V3data4_500.csv.pss,0.20,0.373719
NB20D05A150I10V3data5_500.csv.pss,0.12,0.950695
NB20D05A150I15V2data1_500.csv.pss,1.18,0.166885
NB20D05A150I15V2data2_500.csv.pss,0.28,0.061807
NB20D05A150I15V2data3_500.csv.pss,0.73,0.324497
NB20D05A150I15V2data4_500.csv.pss,1.05,1.040986
NB20D05A150I15V2data5_500.csv.pss,2.04,1.601277
NB20D05A150I15V3data1_500.csv.pss,0.30,2.324938
NB20D05A150I15V3data2_500.csv.pss,0.12,0.284337
NB20D05A150I15V3data3_500.csv.pss,0.15,0.212659
NB20D05A150I15V3data4_500.csv.pss,0.09,3.034449
NB20D05A150I15V3data5_500.csv.pss,0.07,2.302305
NB20D05A150I5V2data1_500.csv.pss,1.98,1.557589
NB20D05A150I5V2data2_500.csv.pss,0.33,2.266467
NB20D05A150I5V2data3_500.csv.pss,0.08,2.845342
NB20D05A150I5V2data4_500.csv.pss,0.23,1.086244
NB20D05A150I5V2data5_500.csv.pss,0.14,0.59878
NB20D05A150I5V3data1_500.csv.pss,0.10,0.196817
NB20D05A150I5V3data2_500.csv.pss,0.22,0.019812
NB20D05A150I5V3data3_500.csv.pss,0.07,0.373371
NB20D05A150I5V3data4_500.csv.pss,0.85,1.729932
NB20D05A150I5V3data5_500.csv.pss,0.12,0.193605
NB20D05A200I10V2data1_500.csv.pss,0.08,0.352452
NB20D05A200I10V2data2_500.csv.pss,0.36,0.858892
NB20D05A200I10V2data3_500.csv.pss,0.12,0.261896
NB20D05A200I10V2data4_500.csv.pss,0.96,0.168825
NB20D05A200I10V2data5_500.csv.pss,1.15,0.201782
NB20D05A200I10V3data1_500.csv.pss,0.24,0.268127
NB20D05A200I10V3data2_500.csv.pss,0.50,1.016025
NB20D05A200I10V3data3_500.csv.pss,0.14,1.077028
NB20D05A200I10V3data4_500.csv.pss,0.45,2.905663
NB20D05A200I10V3data5_500.csv.pss,0.89,0.320108
NB20D05A200I15V2data1_500.csv.pss,0.41,1.529351
NB20D05A200I15V2data2_500.csv.pss,0.58,0.644886
NB20D05A200I15V2data3_500.csv.pss,2.25,2.573266
NB20D05A200I15V2data4_500.csv.pss,0.14,0.14782
NB20D05A200I15V2data5_500.csv.pss,0.40,0.277497
NB20D05A200I15V3data1_500.csv.pss,0.06,0.78177
NB20D05A200I15V3data2_500.csv.pss,1.08,3.316374
NB20D05A200I15V3data3_500.csv.pss,1.40,1.211695
NB20D05A200I15V3data4_500.csv.pss,0.45,1.788434
NB20D05A200I15V3data5_500.csv.pss,0.09,1.64854
NB20D05A200I5V2data1_500.csv.pss,0.68,2.517535
NB20D05A200I5V2data2_500.csv.pss,0.45,0.218171
NB20D05A200I5V2data3_500.csv.pss,0.60,2.145592
NB20D05A200I5V2data4_500.csv.pss,0.38,0.78206
NB20D05A200I5V2data5_500.csv.pss,0.88,3.23559
NB20D05A200I5V3data1_500.csv.pss,0.15,0.093872
NB20D05A200I5V3data2_500.csv.pss,0.16,3.860239
NB20D05A200I5V3data3_500.csv.pss,0.32,0.805882
